Total Contract Value (TCV),Account Name,Opportunity Name,Opportunity Stage,Fiscal Period,Opportunity Closure Date,Lead Source,Opportunity Type,Opportunity Owner,Secondary Practice Area,Gross Profit Margin (GPM %),Ascendion Office,Start Date,End Date,Last Modified Date,Commit Status,Probability (%),Created Date,Opportunity Creation Date as per User,Procurement Process,Execution Approach,Account Manager,Super Merge Client Name,Opportunity ID,ID(18 Characters),Previous Opportunity Stage,Opportunity Last Stage change Date,AVA Offering_Tracking,AVA Offering Multi Select Drop down (Val,AVA Platform Considered (Yes/No)?,Proactive?,Alliance Partner,Industry BU Group,Practice,Amount
1,Gilead Sciences,MAC Support Team with 5-10 resources,Qualification,Q4-2023,11/24/23,Conference / Networking Event,New Business,Shaju John Joseph,,,"Minneapolis, MN",6/30/23,12/29/23,8/22/23,Low confidence,20,5/17/23,5/17/23,Direct,Engineering projects,Caroline Brousse,,0065c00001DwyiL,0065c00001DwyiLAAR,Qualification,5/16/23 17:00,,,,No,,HCLS,Enterprise Architecture,1
200000,"Cohen Veterans Bioscience, Inc.",CVB: Software Development POD,Inquiry,Q4-2023,11/30/23,Geo,New Business,gurjodh hundal,,35,"SoCal, CA",1/1/24,12/31/24,9/5/23,Low confidence,30,4/4/23,4/3/23,RFP driven,Engineering projects,Gurjodh Hundal,"Cohen Veterans Bioscience, Inc.",0065c00001BEqDy,0065c00001BEqDyAAL,Inquiry,4/4/23 9:27,,,,Yes,,HCLS,Platform Engineering,
450000,Centene Corporation,Build Pre-adjudication process on Amysis,Negotiation/Review,Q4-2023,11/17/23,Cold call,New Business,Sudhanshu Shekhar,,32,"Tampa, FL",11/20/23,8/20/24,10/19/23,Commit,80,10/11/23,,Direct,Engineering projects,Matthew Solomon,Centene Corporation,0065c00001NiO8W,0065c00001NiO8WAAV,Investigation & Analysis,10/18/23 17:00,,,,No,,HCLS,Platform Engineering,
750000,Centene Corporation,SRE consolidation,Proposal Creation,Q4-2023,12/15/23,Industry,New Business,Sudhanshu Shekhar,Product/Platform Modernization,33,"Tampa, FL",1/1/24,12/31/24,10/11/23,Low confidence,30,2/1/23,2/1/23,None,Engineering projects,Matthew Solomon,Centene Corporation,0065c000016e2mN,0065c000016e2mNAAQ,Proposal Creation,9/13/23 17:00,,,No,No,,HCLS,Platform Engineering,
430020,IQVIA Inc.,IQVIA - Data explorer Enhancement and Support,Proposal Presentation,Q4-2023,10/30/23,Website,New Business,Sudhanshu Shekhar,,33,NYNJ,11/1/23,4/30/24,10/5/23,Low confidence,50,6/27/23,6/27/23,RFI,Engineering projects,Julia Stella,IQVIA Inc.,0065c00001IZyWA,0065c00001IZyWAAA1,Proposal Presentation,6/26/23 17:00,,,,No,,HCLS,Platform Engineering,
167328,IQVIA Inc.,IQVIA - IQVIA Cenduit IRT,Proposal Presentation,Q4-2023,10/30/23,Website,New Business,Sudhanshu Shekhar,,39,NYNJ,11/1/23,1/31/24,10/5/23,Low confidence,50,6/5/23,6/5/23,RFP driven,Engineering projects,Julia Stella,IQVIA Inc.,0065c00001H7X04,0065c00001H7X04AAF,Proposal Presentation,6/12/23 17:00,,,,No,,HCLS,Platform Engineering,
2172662,IQVIA Inc.,IQVIA - Payments SaaS Project,Proposal Presentation,Q4-2023,10/30/23,Other,New Business,Sudhanshu Shekhar,,40,NYNJ,11/1/23,11/29/24,10/5/23,Low confidence,50,5/16/23,5/16/23,RFP driven,Engineering projects,Julia Stella,IQVIA Inc.,0065c00001DwsSM,0065c00001DwsSMAAZ,Proposal Presentation,6/12/23 17:00,,,,No,,HCLS,Platform Engineering,
416000,Scan Health Plan,Rx Cap deduct re-design - RFP,Negotiation/Review,Q4-2023,10/27/23,Other,New Business,Santosh Dash,,35,Direct - No Region,11/6/23,3/29/24,10/19/23,Commit,80,9/7/23,9/7/23,RFP driven,Engineering projects,No Geo AM Involved,,0065c00001NGEHi,0065c00001NGEHiAAP,Proposal Presentation,10/18/23 17:00,,,,Yes,Microsoft,HCLS,Platform Engineering,
599040,Health Care Service Corporation,Claims Enhancement: Wave 1,Negotiation/Review,Q4-2023,10/30/23,Client Referral,New Business,Alexis Klein,,30,Direct - No Region,10/16/23,12/31/24,10/19/23,Commit,80,8/10/23,8/10/23,Direct,Engineering projects,No Geo AM Involved,Health Care Service Corporation,0065c00001MeMi7,0065c00001MeMi7AAF,Proposal Presentation,10/18/23 17:00,,,,No,,HCLS,Platform Engineering,
2340000,Health Care Service Corporation,Claims Enhancement Wave 2: Montana,Qualification,Q4-2023,11/13/23,Client Referral,New Business,Alexis Klein,,30,Direct - No Region,11/1/23,7/31/24,10/19/23,Low confidence,20,10/3/23,,Direct,Engineering projects,No Geo AM Involved,Health Care Service Corporation,0065c00001NgpBj,0065c00001NgpBjAAJ,Qualification,10/2/23 17:00,,,,No,,HCLS,Platform Engineering,
250000,Health Care Service Corporation,Broker Application Build/Integration,Investigation & Analysis,Q4-2023,12/31/23,Client Referral,New Business,Alexis Klein,Integration,45,Direct - No Region,1/1/24,8/30/24,10/19/23,Low confidence,10,1/18/23,1/16/23,Direct,Engineering projects,No Geo AM Involved,Health Care Service Corporation,0065c000016C7rN,0065c000016C7rNAAS,Investigation & Analysis,,,,N/A,No,,HCLS,Platform Engineering,
15000000,Centene Corporation,NTT data/Infinite Dev consolidation (Fern),Investigation & Analysis,Q4-2023,10/30/23,Other,New Business,Sudhanshu Shekhar,,30,Direct - No Region,11/2/23,10/30/26,10/12/23,Low confidence,10,8/10/23,8/10/23,RFP driven,Engineering projects,No Geo AM Involved,Centene Corporation,0065c00001MeMvF,0065c00001MeMvFAAV,Investigation & Analysis,8/9/23 17:00,,,,Yes,,HCLS,Platform Engineering,
200000,"Thryve Digital Health, LLP",Thryve -Appeals & Grievance on Pega Platform,Proposal Creation,Q1-2024,2/1/24,Industry,New Business,Jitendra V. Kumar,QE Transformation,35,Direct - No Region,2/1/24,7/31/24,10/3/23,Low confidence,30,12/1/22,12/1/22,Direct,Engineering projects,No Geo AM Involved,"Thryve Digital Health, LLP",0065c000014toKE,0065c000014toKEAAY,Proposal Creation,2/28/23 10:00,,,N/A,Yes,,HCLS,Platform Engineering,
500000,TPx Communications,TPx - App Dev Expansion,Proposal Creation,Q4-2023,10/31/23,Industry,New Business,Sriganesh Chandrasekaran,Experience Engineering,40,Direct - No Region,11/1/23,5/31/24,9/26/23,Low confidence,30,1/26/23,1/26/23,RFP driven,Engineering projects,No Geo AM Involved,TPx Communications,0065c000016cdy2,0065c000016cdy2AAA,Proposal Creation,,,,Yes,No,,HCLS,Platform Engineering,
1300000,Bristol-Myers Squibb (BMS),BMS:Commercial Analytics & Alerts - Oncology - Amine,Negotiation/Review,Q4-2023,10/31/23,Cold call,New Business,Srikanth bogadapati,,45,"Charlotte, NC",11/1/23,1/31/24,10/19/23,Commit,80,8/25/23,8/25/23,Direct,Engineering projects,Lindsey Lord,Bristol-Myers Squibb (BMS),0065c00001MncpK,0065c00001MncpKAAR,Negotiation/Review,10/11/23 17:00,,,,Yes,,HCLS,Platform Engineering,
1000000,Johnson & Johnson,"JnJ - Structured Data Search , Fine tuning LLM Opportunity",Negotiation/Review,Q4-2023,11/3/23,Cold call,New Business,Srikanth bogadapati,,35,"Charlotte, NC",11/3/23,10/23/24,10/19/23,Commit,80,9/28/23,,Direct,Engineering projects,Lindsey Lord,Johnson & Johnson,0065c00001NffdV,0065c00001NffdVAAR,Negotiation/Review,10/18/23 17:00,,,,Yes,,HCLS,Platform Engineering,
375000,Cytiva,Cytvia - Manufacturing - Validation Process Automation,Proposal Creation,Q4-2023,11/17/23,Cold call,New Business,Srikanth bogadapati,,50,"Charlotte, NC",11/20/23,1/31/24,10/3/23,High quality,30,8/10/23,8/10/23,Direct,Engineering projects,Lindsey Lord,,0065c00001MeMzT,0065c00001MeMzTAAV,Proposal Creation,9/9/23 17:00,,,,No,,HCLS,Platform Engineering,
600000,Johnson & Johnson,JnJ - POSIT Work Bench Support Team,Proposal Presentation,Q4-2023,11/30/23,Cold call,New Business,Srikanth bogadapati,,35,"Charlotte, NC",1/1/24,12/31/24,10/19/23,Commit,50,9/28/23,,Direct,Engineering projects,Lindsey Lord,Johnson & Johnson,0065c00001NfftS,0065c00001NfftSAAR,Qualification,10/18/23 17:00,,,,Yes,,HCLS,Platform Engineering,
5000000,GlaxoSmithKline plc,GSK - Platform Managed Services,Proposal Creation,Q4-2023,12/1/23,Geo,New Business,Srikanth bogadapati,Product/Platform Modernization,35,NYNJ,11/1/23,12/29/28,9/5/23,High quality,30,1/26/23,1/26/23,Direct,Engineering projects,Alexandra Boiardi,GlaxoSmithKline plc,0065c000016cjIm,0065c000016cjImAAI,Proposal Creation,5/23/23 17:00,,,No,Yes,,HCLS,Platform Engineering,
100000,GlaxoSmithKline plc,GSK - AVA and Automation,Qualification,Q4-2023,12/28/23,Industry,New Business,Girish X Nair,Integration,35,Direct - No Region,12/4/23,12/30/24,9/21/23,Low confidence,20,1/26/23,1/26/23,Proactive pitch,Engineering projects,Alexandra Boiardi,GlaxoSmithKline plc,0065c000016ceIO,0065c000016ceIOAAY,Qualification,,,,Yes,Yes,,HCLS,Platform Engineering,
1,Syngenta,"Sygenta - Ascend GPT , AVA , ML Ops",Investigation & Analysis,Q1-2024,1/31/24,Cold call,New Business,Srikanth bogadapati,,,"Raleigh, NC",1/30/24,12/29/24,9/12/23,Low confidence,10,6/20/23,6/20/23,Direct,Engineering projects,Caroline Brousse,,0065c00001IYfiV,0065c00001IYfiVAAT,Investigation & Analysis,6/19/23 17:00,,,,Yes,AWS,HCLS,Platform Engineering,
1,Syngenta,Offshore Freelance Egypt/Mexico,Inquiry,Q4-2023,12/4/23,Client Referral,New Business,Caroline Brousse,,,"Raleigh, NC",,,8/23/23,Low confidence,0,6/11/23,6/6/23,Direct,Engineering projects,Caroline Brousse,,0065c00001H8TPD,0065c00001H8TPDAA3,Inquiry,6/10/23 17:00,,,,No,,HCLS,Platform Engineering,
250000,Oak Street Health LLC,Enterprise Platform Data Integration,Inquiry,Q4-2023,12/31/23,Employee Referral,New Business,Alexa Cowgill,,,"Chicago, IL",,,10/19/23,Low confidence,0,7/21/23,7/20/23,Proactive pitch,Engineering projects,Alexa Cowgill,,0065c00001M2m5u,0065c00001M2m5uAAB,Inquiry,7/20/23 17:00,,,,No,,HCLS,Platform Engineering,1
500000,Johnson & Johnson,J&J- Grow Data Science capabilities,Investigation & Analysis,Q4-2023,10/31/23,Other,New Business,kristie shirkavand,,,"SoCal, CA",9/18/23,10/31/23,8/30/23,Low confidence,10,7/18/23,7/18/23,Direct,Engineering projects,Kristie Shirkavand,Johnson & Johnson,0065c00001LPcXE,0065c00001LPcXEAA1,Investigation & Analysis,7/17/23 17:00,,,,Yes,,HCLS,AI & Data Engineering,
1500000,Optum/UHG,Clinical DataWarehouse Modernization,Qualification,Q4-2023,12/31/23,Geo,New Business,Alexis Klein,,40,"Minneapolis, MN",11/1/23,4/30/24,10/20/23,Low confidence,50,4/28/23,4/25/23,Direct,Engineering projects,Troy Miller,Optum/UHG,0065c00001Cb02i,0065c00001Cb02iAAB,Qualification,4/28/23 6:45,,,,No,,HCLS,AI & Data Engineering,
1,Saviynt Inc.,AVA AIPO - Infrastructure and Support Automation,Investigation & Analysis,Q4-2023,11/10/23,Cold call,New Business,Sriganesh Chandrasekaran,,,"SoCal, CA",11/13/23,11/1/24,10/10/23,Low confidence,20,6/8/23,6/8/23,Proactive pitch,Engineering projects,Elias Crone,Saviynt Inc.,0065c00001H810k,0065c00001H810kAAB,Investigation & Analysis,6/7/23 17:00,,,,Yes,,HCLS,AI & Data Engineering,
5000000,"Aetna, Inc.",Data Science Consolidation (EXL takeover),Qualification,Q4-2023,11/24/23,Other,New Business,Santosh Dash,,35,Direct - No Region,1/8/24,12/27/24,10/3/23,Low confidence,20,9/7/23,9/7/23,Proactive pitch,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001NGEL6,0065c00001NGEL6AAP,Qualification,9/6/23 17:00,,,,Yes,,HCLS,AI & Data Engineering,
5000000,"Aetna, Inc.",Data Engineering Consolidation (EXL /Cognizant Takeover),Qualification,Q4-2023,12/29/23,Other,New Business,Santosh Dash,,35,Direct - No Region,1/8/24,12/27/24,9/7/23,Low confidence,20,9/7/23,9/7/23,Proactive pitch,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001NGERn,0065c00001NGERnAAP,,9/6/23 17:00,,,,Yes,Google Cloud,HCLS,AI & Data Engineering,
1000000,Health Care Service Corporation,MLOps/Test Data Automation,Investigation & Analysis,Q4-2023,12/31/23,Industry,New Business,Alexis Klein,Data Quality,45,Direct - No Region,10/20/23,4/30/24,10/19/23,Low confidence,10,11/9/22,11/7/22,N/A,Engineering projects,No Geo AM Involved,Health Care Service Corporation,0065c000014r1lg,0065c000014r1lgAAA,Investigation & Analysis,,,,,Yes,,HCLS,AI & Data Engineering,
3536720,Centene Corporation,GreenPlum to Snowflake migration,Proposal Presentation,Q4-2023,10/31/23,Other,New Business,Sudhanshu Shekhar,,32,Direct - No Region,12/1/23,10/31/24,10/19/23,Low confidence,50,9/27/23,,RFP driven,Engineering projects,No Geo AM Involved,Centene Corporation,0065c00001NfNuf,0065c00001NfNufAAF,Proposal Presentation,10/18/23 17:00,,,,No,,HCLS,AI & Data Engineering,
3540000,Centene Corporation,Digital Analytics Reporting - Support,Proposal Presentation,Q4-2023,10/31/23,Other,New Business,Sudhanshu Shekhar,,32,Direct - No Region,12/1/23,12/31/26,10/19/23,Low confidence,50,9/27/23,,RFP driven,Engineering projects,No Geo AM Involved,Centene Corporation,0065c00001NfNno,0065c00001NfNnoAAF,Proposal Presentation,10/18/23 17:00,,,,No,,HCLS,AI & Data Engineering,
100000,"Aetna, Inc.",Management of IT Enterprise Tech Products,Proposal Presentation,Q4-2023,10/27/23,Employee Referral,New Business,Jitendra V. Kumar,,30,Direct - No Region,10/30/23,12/31/23,10/19/23,High quality,50,9/21/23,,Direct,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001NJ9gi,0065c00001NJ9giAAD,Proposal Presentation,10/2/23 17:00,,,,Yes,,HCLS,AI & Data Engineering,
250000,"Aetna, Inc.",CVS Rx Data Engineering,Proposal Creation,Q4-2023,10/31/23,Employee Referral,New Business,Jitendra V. Kumar,,36,Direct - No Region,11/13/23,12/31/23,10/19/23,Commit,30,10/3/23,,Proactive pitch,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001NgkbH,0065c00001NgkbHAAR,Proposal Creation,10/2/23 17:00,,,,Yes,Google Cloud,HCLS,AI & Data Engineering,
1637877,"Aetna, Inc.",OAK Street Health Integration,Negotiation/Review,Q4-2023,11/10/23,Industry,New Business,Jitendra V. Kumar,Health Edge,35,Direct - No Region,11/6/23,12/31/24,10/24/23,Low confidence,80,11/28/22,8/10/23,Direct,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c000014tNfX,0065c000014tNfXAAU,Qualification,10/23/23 17:00,,,No,Yes,Google Cloud,HCLS,AI & Data Engineering,
400000,"Aetna, Inc.",EDP -Business app Cloud Modernization,Qualification,Q4-2023,12/15/23,Industry,New Business,Jitendra V. Kumar,,35,Direct - No Region,11/6/23,4/30/24,10/4/23,Low confidence,20,10/4/23,,Direct,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001Nh2VQ,0065c00001Nh2VQAAZ,,10/3/23 17:00,,,,Yes,,HCLS,AI & Data Engineering,
1,Takeda Pharma,HEOR model and SaMD (Potential POC) Ken Tubman Team @ Takeda,Inquiry,Q1-2024,1/31/24,Other,New Business,Shaju John Joseph,,,"Boston, MA",2/5/24,7/28/24,9/12/23,Low confidence,0,5/11/23,5/11/23,Proactive pitch,Engineering projects,Jacquelyn Leone,,0065c00001DwMg4,0065c00001DwMg4AAF,Inquiry,5/24/23 17:00,,,,Yes,,HCLS,AI & Data Engineering,
1,Syngenta,Syngenta - Data Automation,Inquiry,Q1-2024,1/8/24,Geo,New Business,Caroline Brousse,,,"Raleigh, NC",,,6/14/23,,0,3/16/23,3/16/23,Direct,Engineering projects,Caroline Brousse,,0065c00001AKkDZ,0065c00001AKkDZAA1,Inquiry,3/16/23 14:02,,,,No,,HCLS,AI & Data Engineering,
700000,WakeMed Health and Hospitals,WakeMed ACO Data Migration,Proposal Creation,Q4-2023,12/31/23,Geo,New Business,Mason Plymire,,30,"Raleigh, NC",12/1/23,3/1/24,9/6/23,Low confidence,30,3/1/23,3/1/23,Proactive pitch,Engineering projects,Mason Plymire,,0065c000018zj8K,0065c000018zj8KAAQ,Proposal Creation,5/3/23 13:37,,,,Yes,,HCLS,AI & Data Engineering,
50000,Johnson & Johnson,"JnJ - Multiple Opportunities (Offshore, DM, Lab Management,...)",Qualification,Q4-2023,11/3/23,Geo,New Business,julia mickiewicz,,40,NYNJ,12/1/23,12/31/23,9/26/23,Low confidence,20,3/14/23,3/14/23,Direct,Engineering projects,Julia Mickiewicz,Johnson & Johnson,0065c000019lyNL,0065c000019lyNLAAY,Qualification,4/12/23 5:53,,,,Yes,,HCLS,AI & Data Engineering,1
2000000,"Aetna, Inc.",AHM Cloud/QA/Mobile modernization EMIDS takeover,Investigation & Analysis,Q4-2023,11/30/23,Other,New Business,Santosh Dash,,35,Direct - No Region,11/1/23,8/30/24,10/3/23,Low confidence,10,6/1/23,6/1/23,Direct,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001G4adA,0065c00001G4adAAAR,Investigation & Analysis,5/31/23 17:00,,,,Yes,,HCLS,Quality Engineering,
5000000,"Aetna, Inc.",Quality Modernization in Enterprise IT,Inquiry,Q4-2023,12/8/23,Campaign,New Business,Santosh Dash,,36,Direct - No Region,1/2/24,12/31/24,8/6/23,Low confidence,0,5/9/23,5/8/23,Direct,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001Dw06q,0065c00001Dw06qAAB,Inquiry,5/9/23 12:32,,,,Yes,,HCLS,Quality Engineering,
15000000,Centene Corporation,QE Consolidation - II (Infinite-Cognizant takeover),Qualification,Q4-2023,12/29/23,Other,New Business,Santosh Dash,,35,Direct - No Region,1/1/24,12/29/28,9/7/23,Low confidence,20,9/7/23,9/7/23,Direct,Engineering projects,No Geo AM Involved,Centene Corporation,0065c00001NGDWm,0065c00001NGDWmAAP,,9/6/23 17:00,,,,Yes,Tricentis,HCLS,Quality Engineering,
1,Health Care Service Corporation,Test Data Automation: TOSCA,Inquiry,Q4-2023,12/31/23,Other,New Business,Alexis Klein,,40,Direct - No Region,10/20/23,4/30/24,10/19/23,Low confidence,0,5/18/23,5/15/23,Direct,Engineering projects,No Geo AM Involved,Health Care Service Corporation,0065c00001Dx6Rn,0065c00001Dx6RnAAJ,Inquiry,5/17/23 17:00,,,,No,,HCLS,Quality Engineering,
660000,Bright Health Management Inc,PBM/Med. STARS Open Enrollment Support,Negotiation/Review,Q4-2023,11/6/23,Client Referral,New Business,Alexis Klein,,40,"Boston, MA",11/6/23,1/31/24,10/19/23,Commit,80,10/4/23,,Direct,Engineering projects,Abigail Bletzer,Bright Health Management Inc,0065c00001Nh5DH,0065c00001Nh5DHAAZ,Qualification,10/18/23 17:00,,,,No,,HCLS,Enterprise Solutions,
100000,Cytiva,Cytiva - Salesforce RFP,Inquiry,Q4-2023,11/30/23,Analyst / Deal Advisor Referral,New Business,Srikanth bogadapati,,40,Direct - No Region,,,7/20/23,,0,7/20/23,7/20/23,RFP driven,Engineering projects,No Geo AM Involved,,0065c00001M2WOY,0065c00001M2WOYAA3,,7/19/23 17:00,,,,Yes,,HCLS,Enterprise Solutions,
10000,Johnson & Johnson,JnJ - Transcend Program Requirements,Proposal Creation,Q4-2023,12/8/23,Cold call,New Business,Srikanth bogadapati,,35,"Charlotte, NC",1/1/24,12/31/24,9/28/23,Low confidence,30,6/3/23,6/3/23,Direct,Engineering projects,Lindsey Lord,Johnson & Johnson,0065c00001H7Foy,0065c00001H7FoyAAF,Proposal Creation,8/29/23 17:00,,,,Yes,,HCLS,Enterprise Solutions,
100000,Boston Scientific Corporation,BoSci - Process Development - Process Twin,Qualification,Q4-2023,11/17/23,Cold call,New Business,Srikanth bogadapati,,35,"Minneapolis, MN",10/23/23,8/30/24,10/19/23,Low confidence,20,7/20/23,7/20/23,Direct,Engineering projects,Troy Miller,Boston Scientific Corporation,0065c00001M2VgV,0065c00001M2VgVAAV,Investigation & Analysis,10/18/23 17:00,,,,Yes,,HCLS,Platform Operations,
637200,Centene Corporation,Cloud Engineering for application migration and maintenance,Proposal Presentation,Q4-2023,10/20/23,Cold call,New Business,Sudhanshu Shekhar,,29,Sacramento,10/16/23,4/30/24,10/3/23,High quality,50,6/5/23,6/5/23,Direct,Engineering projects,Michael Hatfield,Centene Corporation,0065c00001H7VU4,0065c00001H7VU4AAN,Proposal Presentation,9/26/23 17:00,,,,No,AWS,HCLS,Platform Operations,
1500000,"Aetna, Inc.",CVS Retail- Escalation Engineering Deloitte Take over,Proposal Presentation,Q4-2023,10/31/23,Industry,New Business,Santosh Dash,Cloud Infrastructure Management,35,Direct - No Region,11/20/23,12/31/24,10/19/23,Low confidence,50,7/27/22,11/2/22,Direct Procurement,Engineering projects,Cady Tyburski,"Aetna, Inc.",0065c000011zkGr,0065c000011zkGrAAI,Qualification,10/18/23 17:00,,,No,Yes,Microsoft,HCLS,Platform Operations,
200000,Saviynt Inc.,Saviynt - IT QA engineering,Investigation & Analysis,Q4-2023,10/23/23,Cold call,New Business,Sriganesh Chandrasekaran,,35,"SoCal, CA",10/30/23,10/30/24,9/15/23,Low confidence,10,6/22/23,6/22/23,Direct,Engineering projects,Kayla Luu,Saviynt Inc.,0065c00001IYyhT,0065c00001IYyhTAAT,Investigation & Analysis,7/24/23 17:00,,,,Yes,,HCLS,Platform Operations,
500000,"Aetna, Inc.",Agile PMO for CVS retail transformation,Proposal Creation,Q4-2023,11/3/23,Other,New Business,Santosh Dash,,35,Direct - No Region,10/30/23,12/29/23,10/10/23,Low confidence,30,9/14/23,,Proactive pitch,Engineering projects,No Geo AM Involved,"Aetna, Inc.",0065c00001NHdVn,0065c00001NHdVnAAL,Proposal Creation,9/13/23 17:00,,,,Yes,Google Cloud,HCLS,Platform Operations,
500000,Saviynt Inc.,Saviynt - IAM IGA Implementation for DSG,Investigation & Analysis,Q4-2023,10/31/23,Client Referral,New Business,Sriganesh Chandrasekaran,,40,Direct - No Region,11/1/23,9/30/24,9/26/23,Low confidence,10,6/7/23,6/7/23,RFP driven,Engineering projects,No Geo AM Involved,Saviynt Inc.,0065c00001H7puH,0065c00001H7puHAAR,Investigation & Analysis,6/6/23 17:00,,,,No,,HCLS,Platform Operations,
500000,cygenex,Application Reengineering,Proposal Creation,Q1-2024,1/2/24,Client Referral,New Business,Srikanth bogadapati,,35,Direct - No Region,1/1/24,12/31/24,10/19/23,High quality,30,10/19/23,,Direct,Engineering projects,No Geo AM Involved,,0065c00001O52HA,0065c00001O52HAAAZ,,10/18/23 17:00,,,,Yes,,HCLS,Platform Operations,
180000,Pfizer Inc.,Pfizer-Manufacturing - SW Decommisioning,Negotiation/Review,Q4-2023,10/31/23,Cold call,New Business,Srikanth bogadapati,,35,"Charlotte, NC",10/16/23,10/16/24,10/19/23,Commit,80,9/12/23,9/12/23,Direct,Engineering projects,Lindsey Lord,Pfizer Inc.,0065c00001NHCOW,0065c00001NHCOWAA5,Proposal Creation,10/18/23 17:00,,,,Yes,,HCLS,Platform Operations,
100000,Boston Scientific Corporation,BoSci - Digital Manufacturing & Project Mgt,Qualification,Q4-2023,11/17/23,Client Referral,New Business,Srikanth bogadapati,,40,"Minneapolis, MN",11/17/23,2/29/24,10/18/23,Low confidence,20,5/19/23,5/19/23,Direct,Engineering projects,Troy Miller,Boston Scientific Corporation,0065c00001DxGNU,0065c00001DxGNUAA3,Inquiry,10/17/23 17:00,,,,Yes,,HCLS,Experience Engineering,
200000,Boston Scientific Corporation,BoSci - Clinical Field Force Mobile App,Qualification,Q4-2023,12/29/23,Cold call,New Business,Srikanth bogadapati,,40,"Boston, MA",11/13/23,1/31/24,10/6/23,Low confidence,20,9/7/23,9/7/23,Direct,Engineering projects,Cady Tyburski,Boston Scientific Corporation,0065c00001NGE4Z,0065c00001NGE4ZAAX,Qualification,9/6/23 17:00,,,,Yes,,HCLS,Experience Engineering,
102080,Pfizer Inc.,Pfizer - Manufacturing Augmented Reality Opportunity - Arnab Ghosh,Negotiation/Review,Q4-2023,10/31/23,Client Referral,New Business,Srikanth bogadapati,Analytics & Visualization,50,"Charlotte, NC",11/1/23,12/31/24,9/26/23,High quality,80,1/12/23,8/28/23,Direct,Engineering projects,Lindsey Lord,Pfizer Inc.,0065c000016Aeoh,0065c000016AeohAAC,Negotiation/Review,9/4/23 17:00,,,No,Yes,Unity; Unreal Engine,HCLS,Experience Engineering,
